timestamp, utilization.gpu [%], memory.used [MiB]
2026/09/25 02:56:04.977, 41 %, 56 MiB
2026/09/25 02:56:05.977, 42 %, 56 MiB
2026/09/25 02:56:06.978, 19 %, 56 MiB
2026/09/25 02:56:07.978, 19 %, 56 MiB
2026/09/25 02:56:08.979, 43 %, 56 MiB
2026/09/25 02:56:09.979, 42 %, 56 MiB
2026/09/25 02:56:10.979, 19 %, 56 MiB
2026/09/25 02:56:11.979, 41 %, 56 MiB
2026/09/25 02:56:12.979, 42 %, 56 MiB
2026/09/25 02:56:13.980, 19 %, 56 MiB
2026/09/25 02:56:14.980, 19 %, 56 MiB
2026/09/25 02:56:15.980, 43 %, 56 MiB
2026/09/25 02:56:16.980, 42 %, 56 MiB
2026/09/25 02:56:17.981, 19 %, 56 MiB
2026/09/25 02:56:18.981, 41 %, 56 MiB
2026/09/25 02:56:19.981, 43 %, 56 MiB
2026/09/25 02:56:20.981, 19 %, 56 MiB
2026/09/25 02:56:21.981, 19 %, 56 MiB
2026/09/25 02:56:22.981, 43 %, 56 MiB
2026/09/25 02:56:23.982, 43 %, 56 MiB
2026/09/25 02:56:24.982, 19 %, 56 MiB
2026/09/25 02:56:25.982, 19 %, 56 MiB
2026/09/25 02:56:26.982, 42 %, 56 MiB
2026/09/25 02:56:27.982, 42 %, 56 MiB
2026/09/25 02:56:28.983, 19 %, 56 MiB
2026/09/25 02:56:29.983, 39 %, 56 MiB
2026/09/25 02:56:30.983, 42 %, 56 MiB
2026/09/25 02:56:31.983, 23 %, 56 MiB
2026/09/25 02:56:32.983, 19 %, 56 MiB
2026/09/25 02:56:33.984, 42 %, 56 MiB
2026/09/25 02:56:34.984, 43 %, 56 MiB
2026/09/25 02:56:35.984, 19 %, 56 MiB
2026/09/25 02:56:36.984, 19 %, 56 MiB
2026/09/25 02:56:37.984, 42 %, 56 MiB
2026/09/25 02:56:38.985, 42 %, 56 MiB
2026/09/25 02:56:39.985, 19 %, 56 MiB
2026/09/25 02:56:40.985, 19 %, 56 MiB
2026/09/25 02:56:41.985, 43 %, 56 MiB
2026/09/25 02:56:42.985, 22 %, 56 MiB
2026/09/25 02:56:43.986, 19 %, 56 MiB
2026/09/25 02:56:44.986, 43 %, 56 MiB
2026/09/25 02:56:45.986, 43 %, 56 MiB
2026/09/25 02:56:46.986, 19 %, 56 MiB
2026/09/25 02:56:47.986, 19 %, 56 MiB
2026/09/25 02:56:48.986, 43 %, 56 MiB
2026/09/25 02:56:49.987, 42 %, 56 MiB
2026/09/25 02:56:50.987, 19 %, 56 MiB
2026/09/25 02:56:51.987, 40 %, 56 MiB
2026/09/25 02:56:52.987, 42 %, 56 MiB
2026/09/25 02:56:53.987, 19 %, 56 MiB
2026/09/25 02:56:54.988, 19 %, 56 MiB
2026/09/25 02:56:55.988, 42 %, 56 MiB
2026/09/25 02:56:56.988, 42 %, 56 MiB
2026/09/25 02:56:57.988, 19 %, 56 MiB
2026/09/25 02:56:58.988, 41 %, 56 MiB
2026/09/25 02:56:59.988, 42 %, 56 MiB
2026/09/25 02:57:00.989, 19 %, 56 MiB
2026/09/25 02:57:01.989, 19 %, 56 MiB
2026/09/25 02:57:02.989, 42 %, 56 MiB
2026/09/25 02:57:03.989, 23 %, 56 MiB
2026/09/25 02:57:04.989, 19 %, 56 MiB
2026/09/25 02:57:05.989, 43 %, 56 MiB
2026/09/25 02:57:06.990, 43 %, 56 MiB
2026/09/25 02:57:07.990, 19 %, 56 MiB
2026/09/25 02:57:08.990, 19 %, 56 MiB
2026/09/25 02:57:09.990, 43 %, 56 MiB
2026/09/25 02:57:10.990, 22 %, 56 MiB
2026/09/25 02:57:11.991, 19 %, 56 MiB
2026/09/25 02:57:12.991, 43 %, 56 MiB
2026/09/25 02:57:13.991, 43 %, 56 MiB
2026/09/25 02:57:14.991, 19 %, 56 MiB
2026/09/25 02:57:15.992, 19 %, 56 MiB
2026/09/25 02:57:16.992, 42 %, 56 MiB
2026/09/25 02:57:17.992, 42 %, 56 MiB
2026/09/25 02:57:18.992, 19 %, 56 MiB
2026/09/25 02:57:19.992, 19 %, 56 MiB
2026/09/25 02:57:20.992, 42 %, 56 MiB
2026/09/25 02:57:21.993, 23 %, 56 MiB
2026/09/25 02:57:22.993, 19 %, 56 MiB
2026/09/25 02:57:23.993, 42 %, 56 MiB
2026/09/25 02:57:24.993, 43 %, 56 MiB
2026/09/25 02:57:25.993, 19 %, 56 MiB
2026/09/25 02:57:26.994, 19 %, 56 MiB
2026/09/25 02:57:27.994, 43 %, 56 MiB
2026/09/25 02:57:28.994, 43 %, 56 MiB
2026/09/25 02:57:29.994, 19 %, 56 MiB
2026/09/25 02:57:30.994, 42 %, 56 MiB
2026/09/25 02:57:31.995, 42 %, 56 MiB
2026/09/25 02:57:32.995, 19 %, 56 MiB
2026/09/25 02:57:33.995, 19 %, 56 MiB
2026/09/25 02:57:34.995, 42 %, 56 MiB
2026/09/25 02:57:35.995, 42 %, 56 MiB
2026/09/25 02:57:36.996, 19 %, 56 MiB
2026/09/25 02:57:37.996, 19 %, 56 MiB
2026/09/25 02:57:38.996, 42 %, 56 MiB
2026/09/25 02:57:39.996, 42 %, 56 MiB
2026/09/25 02:57:40.996, 19 %, 56 MiB
2026/09/25 02:57:41.997, 42 %, 56 MiB
2026/09/25 02:57:42.997, 42 %, 56 MiB
2026/09/25 02:57:43.997, 19 %, 56 MiB
2026/09/25 02:57:44.997, 19 %, 56 MiB
2026/09/25 02:57:45.997, 42 %, 56 MiB
2026/09/25 02:57:46.997, 42 %, 56 MiB
2026/09/25 02:57:47.998, 19 %, 56 MiB
2026/09/25 02:57:48.998, 19 %, 56 MiB
2026/09/25 02:57:49.998, 42 %, 56 MiB
2026/09/25 02:57:50.998, 19 %, 56 MiB
2026/09/25 02:57:51.998, 19 %, 56 MiB
2026/09/25 02:57:52.999, 42 %, 56 MiB
2026/09/25 02:57:53.999, 42 %, 56 MiB
2026/09/25 02:57:54.999, 19 %, 56 MiB
2026/09/25 02:57:56.000, 19 %, 56 MiB
2026/09/25 02:57:57.000, 42 %, 56 MiB
2026/09/25 02:57:58.000, 19 %, 56 MiB
2026/09/25 02:57:59.000, 19 %, 56 MiB
2026/09/25 02:58:00.000, 42 %, 56 MiB
2026/09/25 02:58:01.001, 42 %, 56 MiB
2026/09/25 02:58:02.001, 19 %, 56 MiB
2026/09/25 02:58:03.001, 19 %, 56 MiB
2026/09/25 02:58:04.001, 42 %, 56 MiB
2026/09/25 02:58:05.001, 19 %, 56 MiB
2026/09/25 02:58:06.002, 19 %, 56 MiB
2026/09/25 02:58:07.002, 42 %, 56 MiB
2026/09/25 02:58:08.002, 19 %, 56 MiB
2026/09/25 02:58:09.003, 19 %, 56 MiB
2026/09/25 02:58:10.003, 42 %, 56 MiB
2026/09/25 02:58:11.003, 42 %, 56 MiB
2026/09/25 02:58:12.003, 19 %, 56 MiB
2026/09/25 02:58:13.003, 19 %, 56 MiB
2026/09/25 02:58:14.004, 42 %, 56 MiB
2026/09/25 02:58:15.004, 42 %, 56 MiB
2026/09/25 02:58:16.004, 19 %, 56 MiB
2026/09/25 02:58:17.004, 42 %, 56 MiB
2026/09/25 02:58:18.004, 42 %, 56 MiB
2026/09/25 02:58:19.005, 19 %, 56 MiB
2026/09/25 02:58:20.005, 19 %, 56 MiB
2026/09/25 02:58:21.005, 42 %, 56 MiB
2026/09/25 02:58:22.005, 42 %, 56 MiB
2026/09/25 02:58:23.005, 19 %, 56 MiB
2026/09/25 02:58:24.006, 19 %, 56 MiB
2026/09/25 02:58:25.006, 42 %, 56 MiB
2026/09/25 02:58:26.006, 42 %, 56 MiB
2026/09/25 02:58:27.006, 19 %, 56 MiB
2026/09/25 02:58:28.006, 42 %, 56 MiB
2026/09/25 02:58:29.006, 42 %, 56 MiB
2026/09/25 02:58:30.007, 19 %, 56 MiB
2026/09/25 02:58:31.007, 19 %, 56 MiB
2026/09/25 02:58:32.007, 42 %, 56 MiB
2026/09/25 02:58:33.007, 42 %, 56 MiB
2026/09/25 02:58:34.007, 19 %, 56 MiB
2026/09/25 02:58:35.007, 19 %, 56 MiB
2026/09/25 02:58:36.008, 43 %, 56 MiB
2026/09/25 02:58:37.008, 19 %, 56 MiB
2026/09/25 02:58:38.008, 19 %, 56 MiB
2026/09/25 02:58:39.008, 42 %, 56 MiB
2026/09/25 02:58:40.008, 43 %, 56 MiB
2026/09/25 02:58:41.009, 19 %, 56 MiB
2026/09/25 02:58:42.009, 19 %, 56 MiB
2026/09/25 02:58:43.009, 42 %, 56 MiB
2026/09/25 02:58:44.009, 42 %, 56 MiB
2026/09/25 02:58:45.009, 19 %, 56 MiB
2026/09/25 02:58:46.009, 42 %, 56 MiB
2026/09/25 02:58:47.010, 42 %, 56 MiB
2026/09/25 02:58:48.010, 19 %, 56 MiB
2026/09/25 02:58:49.010, 19 %, 56 MiB
2026/09/25 02:58:50.010, 42 %, 56 MiB
2026/09/25 02:58:51.010, 42 %, 56 MiB
2026/09/25 02:58:52.010, 19 %, 56 MiB
2026/09/25 02:58:53.011, 19 %, 56 MiB
2026/09/25 02:58:54.011, 42 %, 56 MiB
2026/09/25 02:58:55.011, 19 %, 56 MiB
2026/09/25 02:58:56.011, 19 %, 56 MiB
2026/09/25 02:58:57.011, 42 %, 56 MiB
2026/09/25 02:58:58.012, 42 %, 56 MiB
2026/09/25 02:58:59.012, 19 %, 56 MiB
2026/09/25 02:59:00.012, 19 %, 56 MiB
2026/09/25 02:59:01.012, 42 %, 56 MiB
2026/09/25 02:59:02.012, 19 %, 56 MiB
2026/09/25 02:59:03.013, 19 %, 56 MiB
2026/09/25 02:59:04.013, 43 %, 56 MiB
2026/09/25 02:59:05.019, 42 %, 56 MiB
2026/09/25 02:59:06.019, 19 %, 56 MiB
2026/09/25 02:59:07.019, 42 %, 56 MiB
2026/09/25 02:59:08.019, 42 %, 56 MiB
2026/09/25 02:59:09.019, 19 %, 56 MiB
2026/09/25 02:59:10.020, 19 %, 56 MiB
2026/09/25 02:59:11.020, 43 %, 56 MiB
2026/09/25 02:59:12.020, 19 %, 56 MiB
2026/09/25 02:59:13.020, 19 %, 56 MiB
2026/09/25 02:59:14.020, 42 %, 56 MiB
2026/09/25 02:59:15.020, 42 %, 56 MiB
2026/09/25 02:59:16.021, 19 %, 56 MiB
2026/09/25 02:59:17.021, 19 %, 56 MiB
2026/09/25 02:59:18.021, 42 %, 56 MiB
2026/09/25 02:59:19.021, 42 %, 56 MiB
2026/09/25 02:59:20.021, 19 %, 56 MiB
2026/09/25 02:59:21.021, 19 %, 56 MiB
2026/09/25 02:59:22.022, 42 %, 56 MiB
2026/09/25 02:59:23.022, 19 %, 56 MiB
2026/09/25 02:59:24.022, 19 %, 56 MiB
2026/09/25 02:59:25.022, 42 %, 56 MiB
2026/09/25 02:59:26.022, 41 %, 56 MiB
2026/09/25 02:59:27.022, 19 %, 56 MiB
2026/09/25 02:59:28.023, 19 %, 56 MiB
2026/09/25 02:59:29.023, 42 %, 56 MiB
2026/09/25 02:59:30.023, 41 %, 56 MiB
2026/09/25 02:59:31.023, 19 %, 56 MiB
2026/09/25 02:59:32.023, 19 %, 56 MiB
2026/09/25 02:59:33.023, 41 %, 56 MiB
2026/09/25 02:59:34.024, 19 %, 56 MiB
2026/09/25 02:59:35.024, 19 %, 56 MiB
2026/09/25 02:59:36.024, 43 %, 56 MiB
2026/09/25 02:59:37.024, 43 %, 56 MiB
2026/09/25 02:59:38.024, 19 %, 56 MiB
2026/09/25 02:59:39.024, 19 %, 56 MiB
2026/09/25 02:59:40.025, 42 %, 56 MiB
2026/09/25 02:59:41.025, 19 %, 56 MiB
2026/09/25 02:59:42.025, 19 %, 56 MiB
2026/09/25 02:59:43.025, 42 %, 56 MiB
2026/09/25 02:59:44.026, 42 %, 56 MiB
2026/09/25 02:59:45.026, 19 %, 56 MiB
2026/09/25 02:59:46.026, 19 %, 56 MiB
2026/09/25 02:59:47.026, 42 %, 56 MiB
2026/09/25 02:59:48.027, 42 %, 56 MiB
2026/09/25 02:59:49.027, 19 %, 56 MiB
2026/09/25 02:59:50.027, 19 %, 56 MiB
2026/09/25 02:59:51.027, 42 %, 56 MiB
2026/09/25 02:59:52.028, 19 %, 56 MiB
2026/09/25 02:59:53.028, 19 %, 56 MiB
2026/09/25 02:59:54.030, 42 %, 56 MiB
2026/09/25 02:59:55.030, 42 %, 56 MiB
2026/09/25 02:59:56.030, 19 %, 56 MiB
2026/09/25 02:59:57.030, 18 %, 56 MiB
2026/09/25 02:59:58.030, 41 %, 56 MiB
2026/09/25 02:59:59.031, 18 %, 56 MiB
2026/09/25 03:00:00.031, 18 %, 56 MiB
2026/09/25 03:00:01.031, 42 %, 56 MiB
2026/09/25 03:00:02.031, 42 %, 56 MiB
2026/09/25 03:00:03.031, 19 %, 56 MiB
2026/09/25 03:00:04.032, 19 %, 56 MiB
2026/09/25 03:00:05.032, 42 %, 56 MiB
2026/09/25 03:00:06.032, 19 %, 56 MiB
2026/09/25 03:00:07.032, 19 %, 56 MiB
2026/09/25 03:00:08.032, 42 %, 56 MiB
2026/09/25 03:00:09.033, 42 %, 56 MiB
2026/09/25 03:00:10.033, 19 %, 56 MiB
2026/09/25 03:00:11.033, 42 %, 56 MiB
2026/09/25 03:00:12.033, 42 %, 56 MiB
2026/09/25 03:00:13.033, 19 %, 56 MiB
2026/09/25 03:00:14.033, 19 %, 56 MiB
2026/09/25 03:00:15.034, 42 %, 56 MiB
2026/09/25 03:00:16.034, 42 %, 56 MiB
2026/09/25 03:00:17.034, 19 %, 56 MiB
2026/09/25 03:00:18.034, 19 %, 56 MiB
2026/09/25 03:00:19.034, 42 %, 56 MiB
2026/09/25 03:00:20.035, 42 %, 56 MiB
2026/09/25 03:00:21.035, 19 %, 56 MiB
2026/09/25 03:00:22.035, 42 %, 56 MiB
2026/09/25 03:00:23.035, 43 %, 56 MiB
2026/09/25 03:00:24.035, 19 %, 56 MiB
2026/09/25 03:00:25.035, 19 %, 56 MiB
2026/09/25 03:00:26.036, 42 %, 56 MiB
2026/09/25 03:00:27.036, 43 %, 56 MiB
2026/09/25 03:00:28.036, 19 %, 56 MiB
2026/09/25 03:00:29.036, 19 %, 56 MiB
2026/09/25 03:00:30.036, 43 %, 56 MiB
2026/09/25 03:00:31.037, 19 %, 56 MiB
2026/09/25 03:00:32.037, 19 %, 56 MiB
2026/09/25 03:00:33.037, 42 %, 56 MiB
2026/09/25 03:00:34.037, 43 %, 56 MiB
2026/09/25 03:00:35.037, 19 %, 56 MiB
2026/09/25 03:00:36.037, 19 %, 56 MiB
2026/09/25 03:00:37.038, 42 %, 56 MiB
2026/09/25 03:00:38.038, 42 %, 56 MiB
2026/09/25 03:00:39.038, 19 %, 56 MiB
2026/09/25 03:00:40.038, 42 %, 56 MiB
2026/09/25 03:00:41.038, 42 %, 56 MiB
