timestamp, utilization.gpu [%], memory.used [MiB]
2026/09/25 06:22:28.260, 42 %, 56 MiB
2026/09/25 06:22:29.260, 42 %, 56 MiB
2026/09/25 06:22:30.261, 19 %, 56 MiB
2026/09/25 06:22:31.261, 41 %, 56 MiB
2026/09/25 06:22:32.261, 42 %, 56 MiB
2026/09/25 06:22:33.261, 24 %, 56 MiB
2026/09/25 06:22:34.261, 19 %, 56 MiB
2026/09/25 06:22:35.262, 43 %, 56 MiB
2026/09/25 06:22:36.262, 42 %, 56 MiB
2026/09/25 06:22:37.262, 19 %, 56 MiB
2026/09/25 06:22:38.262, 19 %, 56 MiB
2026/09/25 06:22:39.262, 42 %, 56 MiB
2026/09/25 06:22:40.263, 43 %, 56 MiB
2026/09/25 06:22:41.263, 19 %, 56 MiB
2026/09/25 06:22:42.263, 19 %, 56 MiB
2026/09/25 06:22:43.263, 42 %, 56 MiB
2026/09/25 06:22:44.263, 42 %, 56 MiB
2026/09/25 06:22:45.263, 19 %, 56 MiB
2026/09/25 06:22:46.264, 41 %, 56 MiB
2026/09/25 06:22:47.264, 42 %, 56 MiB
2026/09/25 06:22:48.264, 26 %, 56 MiB
2026/09/25 06:22:49.264, 19 %, 56 MiB
2026/09/25 06:22:50.264, 42 %, 56 MiB
2026/09/25 06:22:51.265, 42 %, 56 MiB
2026/09/25 06:22:52.265, 19 %, 56 MiB
2026/09/25 06:22:53.265, 19 %, 56 MiB
2026/09/25 06:22:54.265, 42 %, 56 MiB
2026/09/25 06:22:55.266, 42 %, 56 MiB
2026/09/25 06:22:56.266, 19 %, 56 MiB
2026/09/25 06:22:57.266, 19 %, 56 MiB
2026/09/25 06:22:58.266, 43 %, 56 MiB
2026/09/25 06:22:59.266, 23 %, 56 MiB
2026/09/25 06:23:00.266, 19 %, 56 MiB
2026/09/25 06:23:01.267, 43 %, 56 MiB
2026/09/25 06:23:02.267, 43 %, 56 MiB
2026/09/25 06:23:03.267, 19 %, 56 MiB
2026/09/25 06:23:04.267, 19 %, 56 MiB
2026/09/25 06:23:05.267, 42 %, 56 MiB
2026/09/25 06:23:06.268, 42 %, 56 MiB
2026/09/25 06:23:07.268, 19 %, 56 MiB
2026/09/25 06:23:08.268, 41 %, 56 MiB
2026/09/25 06:23:09.268, 43 %, 56 MiB
2026/09/25 06:23:10.268, 19 %, 56 MiB
2026/09/25 06:23:11.269, 19 %, 56 MiB
2026/09/25 06:23:12.269, 42 %, 56 MiB
2026/09/25 06:23:13.269, 42 %, 56 MiB
2026/09/25 06:23:14.269, 19 %, 56 MiB
2026/09/25 06:23:15.269, 40 %, 56 MiB
2026/09/25 06:23:16.269, 42 %, 56 MiB
2026/09/25 06:23:17.270, 19 %, 56 MiB
2026/09/25 06:23:18.270, 19 %, 56 MiB
2026/09/25 06:23:19.270, 42 %, 56 MiB
2026/09/25 06:23:20.270, 24 %, 56 MiB
2026/09/25 06:23:21.270, 19 %, 56 MiB
2026/09/25 06:23:22.271, 42 %, 56 MiB
2026/09/25 06:23:23.271, 42 %, 56 MiB
2026/09/25 06:23:24.271, 19 %, 56 MiB
2026/09/25 06:23:25.271, 19 %, 56 MiB
2026/09/25 06:23:26.271, 42 %, 56 MiB
2026/09/25 06:23:27.272, 23 %, 56 MiB
2026/09/25 06:23:28.272, 19 %, 56 MiB
2026/09/25 06:23:29.272, 43 %, 56 MiB
2026/09/25 06:23:30.272, 42 %, 56 MiB
2026/09/25 06:23:31.278, 19 %, 56 MiB
2026/09/25 06:23:32.278, 19 %, 56 MiB
2026/09/25 06:23:33.278, 42 %, 56 MiB
2026/09/25 06:23:34.279, 43 %, 56 MiB
2026/09/25 06:23:35.279, 19 %, 56 MiB
2026/09/25 06:23:36.279, 19 %, 56 MiB
2026/09/25 06:23:37.279, 42 %, 56 MiB
2026/09/25 06:23:38.279, 43 %, 56 MiB
2026/09/25 06:23:39.279, 19 %, 56 MiB
2026/09/25 06:23:40.280, 40 %, 56 MiB
2026/09/25 06:23:41.280, 42 %, 56 MiB
2026/09/25 06:23:42.280, 23 %, 56 MiB
2026/09/25 06:23:43.280, 19 %, 56 MiB
2026/09/25 06:23:44.280, 42 %, 56 MiB
2026/09/25 06:23:45.281, 42 %, 56 MiB
2026/09/25 06:23:46.281, 19 %, 56 MiB
2026/09/25 06:23:47.281, 19 %, 56 MiB
2026/09/25 06:23:48.281, 42 %, 56 MiB
2026/09/25 06:23:49.281, 43 %, 56 MiB
2026/09/25 06:23:50.281, 19 %, 56 MiB
2026/09/25 06:23:51.282, 19 %, 56 MiB
2026/09/25 06:23:52.282, 42 %, 56 MiB
2026/09/25 06:23:53.282, 42 %, 56 MiB
2026/09/25 06:23:54.282, 19 %, 56 MiB
2026/09/25 06:23:55.282, 41 %, 56 MiB
2026/09/25 06:23:56.283, 42 %, 56 MiB
2026/09/25 06:23:57.283, 22 %, 56 MiB
2026/09/25 06:23:58.283, 19 %, 56 MiB
2026/09/25 06:23:59.283, 43 %, 56 MiB
2026/09/25 06:24:00.283, 41 %, 56 MiB
2026/09/25 06:24:01.284, 19 %, 56 MiB
2026/09/25 06:24:02.284, 19 %, 56 MiB
2026/09/25 06:24:03.284, 43 %, 56 MiB
2026/09/25 06:24:04.284, 43 %, 56 MiB
2026/09/25 06:24:05.284, 19 %, 56 MiB
2026/09/25 06:24:06.284, 19 %, 56 MiB
2026/09/25 06:24:07.285, 42 %, 56 MiB
2026/09/25 06:24:08.285, 21 %, 56 MiB
2026/09/25 06:24:09.285, 19 %, 56 MiB
2026/09/25 06:24:10.285, 42 %, 56 MiB
2026/09/25 06:24:11.289, 43 %, 56 MiB
2026/09/25 06:24:12.289, 19 %, 56 MiB
2026/09/25 06:24:13.289, 19 %, 56 MiB
2026/09/25 06:24:14.289, 42 %, 56 MiB
2026/09/25 06:24:15.289, 42 %, 56 MiB
2026/09/25 06:24:16.290, 19 %, 56 MiB
2026/09/25 06:24:17.290, 41 %, 56 MiB
2026/09/25 06:24:18.291, 39 %, 56 MiB
2026/09/25 06:24:19.291, 19 %, 56 MiB
2026/09/25 06:24:20.291, 19 %, 56 MiB
2026/09/25 06:24:21.291, 42 %, 56 MiB
2026/09/25 06:24:22.292, 43 %, 56 MiB
2026/09/25 06:24:23.292, 19 %, 56 MiB
2026/09/25 06:24:24.292, 41 %, 56 MiB
2026/09/25 06:24:25.292, 42 %, 56 MiB
2026/09/25 06:24:26.293, 19 %, 56 MiB
2026/09/25 06:24:27.293, 19 %, 56 MiB
2026/09/25 06:24:28.293, 42 %, 56 MiB
2026/09/25 06:24:29.293, 42 %, 56 MiB
2026/09/25 06:24:30.294, 19 %, 56 MiB
2026/09/25 06:24:31.294, 41 %, 56 MiB
2026/09/25 06:24:32.295, 42 %, 56 MiB
2026/09/25 06:24:33.295, 19 %, 56 MiB
2026/09/25 06:24:34.295, 19 %, 56 MiB
2026/09/25 06:24:35.296, 42 %, 56 MiB
2026/09/25 06:24:36.296, 39 %, 56 MiB
2026/09/25 06:24:37.296, 19 %, 56 MiB
2026/09/25 06:24:38.296, 19 %, 56 MiB
2026/09/25 06:24:39.297, 42 %, 56 MiB
2026/09/25 06:24:40.297, 42 %, 56 MiB
2026/09/25 06:24:41.297, 19 %, 56 MiB
2026/09/25 06:24:42.297, 41 %, 56 MiB
2026/09/25 06:24:43.297, 43 %, 56 MiB
2026/09/25 06:24:44.298, 23 %, 56 MiB
2026/09/25 06:24:45.298, 19 %, 56 MiB
2026/09/25 06:24:46.298, 43 %, 56 MiB
2026/09/25 06:24:47.298, 43 %, 56 MiB
2026/09/25 06:24:48.298, 19 %, 56 MiB
2026/09/25 06:24:49.298, 19 %, 56 MiB
2026/09/25 06:24:50.299, 42 %, 56 MiB
2026/09/25 06:24:51.299, 43 %, 56 MiB
2026/09/25 06:24:52.299, 19 %, 56 MiB
2026/09/25 06:24:53.299, 19 %, 56 MiB
2026/09/25 06:24:54.299, 42 %, 56 MiB
2026/09/25 06:24:55.300, 22 %, 56 MiB
2026/09/25 06:24:56.300, 19 %, 56 MiB
2026/09/25 06:24:57.300, 43 %, 56 MiB
2026/09/25 06:24:58.300, 42 %, 56 MiB
2026/09/25 06:24:59.300, 19 %, 56 MiB
2026/09/25 06:25:00.301, 19 %, 56 MiB
2026/09/25 06:25:01.301, 42 %, 56 MiB
2026/09/25 06:25:02.301, 42 %, 56 MiB
2026/09/25 06:25:03.301, 19 %, 56 MiB
2026/09/25 06:25:04.301, 19 %, 56 MiB
2026/09/25 06:25:05.301, 42 %, 56 MiB
2026/09/25 06:25:06.302, 23 %, 56 MiB
2026/09/25 06:25:07.302, 19 %, 56 MiB
2026/09/25 06:25:08.302, 42 %, 56 MiB
2026/09/25 06:25:09.302, 42 %, 56 MiB
2026/09/25 06:25:10.302, 19 %, 56 MiB
2026/09/25 06:25:11.303, 19 %, 56 MiB
2026/09/25 06:25:12.303, 42 %, 56 MiB
2026/09/25 06:25:13.303, 19 %, 56 MiB
2026/09/25 06:25:14.303, 19 %, 56 MiB
2026/09/25 06:25:15.303, 42 %, 56 MiB
2026/09/25 06:25:16.304, 42 %, 56 MiB
2026/09/25 06:25:17.304, 19 %, 56 MiB
2026/09/25 06:25:18.304, 19 %, 56 MiB
2026/09/25 06:25:19.304, 42 %, 56 MiB
2026/09/25 06:25:20.304, 19 %, 56 MiB
2026/09/25 06:25:21.304, 19 %, 56 MiB
2026/09/25 06:25:22.305, 42 %, 56 MiB
2026/09/25 06:25:23.305, 42 %, 56 MiB
2026/09/25 06:25:24.305, 19 %, 56 MiB
2026/09/25 06:25:25.305, 43 %, 56 MiB
2026/09/25 06:25:26.305, 43 %, 56 MiB
2026/09/25 06:25:27.306, 19 %, 56 MiB
2026/09/25 06:25:28.306, 19 %, 56 MiB
2026/09/25 06:25:29.306, 42 %, 56 MiB
2026/09/25 06:25:30.306, 42 %, 56 MiB
2026/09/25 06:25:31.306, 19 %, 56 MiB
2026/09/25 06:25:32.306, 19 %, 56 MiB
2026/09/25 06:25:33.307, 42 %, 56 MiB
